reading_id,farm_id,sensor_type,reading_value,reading_ts
READ_01248,FARM_006,SoilMoisture,72.67,21/06/2023 00:22
READ_01249,FARM_015,SoilMoisture,67.83,17/06/2023 14:00
READ_01250,FARM_014,Temperature,47.41,24/05/2023 04:37
READ_01251,FARM_018,SoilMoisture,48.47,27/04/2023 01:13
READ_01252,FARM_015,Temperature,38.17,07/08/2023 19:07
READ_01253,FARM_012,Temperature,20.48,16/09/2023 17:16
READ_01254,FARM_007,SoilMoisture,7.23,27/09/2023 03:50
READ_01255,FARM_012,Temperature,11.8,14/07/2023 18:29
READ_01256,FARM_013,Temperature,52.01,25/05/2023 19:49
READ_01257,FARM_018,SoilMoisture,38.02,16/02/2023 18:24
READ_01258,FARM_001,SoilMoisture,41.35,14/10/2023 05:32
READ_01259,FARM_020,Temperature,54.09,08/01/2023 19:30
READ_01260,FARM_014,Temperature,63.26,20/06/2023 16:13
READ_01261,FARM_001,Temperature,26.68,12/05/2023 18:47
READ_01262,FARM_011,SoilMoisture,42.27,06/07/2023 13:52
READ_01263,FARM_009,SoilMoisture,59.02,15/06/2023 09:49
READ_01264,FARM_007,Temperature,31.81,20/02/2023 07:43
READ_01265,FARM_016,Temperature,46.86,05/05/2023 20:35
READ_01266,FARM_018,Temperature,6.09,25/02/2023 15:56
READ_01267,FARM_001,Temperature,26.91,03/10/2023 16:59
READ_01268,FARM_007,Temperature,76.39,03/04/2023 09:45
READ_01269,FARM_004,SoilMoisture,59.25,28/08/2023 14:59
READ_01270,FARM_017,SoilMoisture,9.39,06/09/2023 04:33
READ_01271,FARM_007,SoilMoisture,17.37,11/01/2023 03:50
READ_01272,FARM_012,Temperature,19.87,11/08/2023 20:04
READ_01273,FARM_017,Temperature,22.4,20/10/2023 23:34
READ_01274,FARM_011,SoilMoisture,31.87,13/01/2023 19:34
READ_01275,FARM_002,Temperature,41.67,25/02/2023 08:18
READ_01276,FARM_005,Temperature,53.75,06/09/2023 06:13
READ_01277,FARM_016,Temperature,42.09,16/06/2023 01:58
READ_01278,FARM_012,SoilMoisture,29.43,22/07/2023 17:15
READ_01279,FARM_017,Temperature,32.96,10/04/2023 04:07
READ_01280,FARM_018,Temperature,74.71,12/09/2023 04:35
READ_01281,FARM_020,Temperature,48.31,25/05/2023 02:17
READ_01282,FARM_012,SoilMoisture,6.54,27/05/2023 03:40
READ_01283,FARM_006,Temperature,21.94,30/03/2023 21:31
READ_01284,FARM_019,Temperature,60.75,10/01/2023 10:40
READ_01285,FARM_011,Temperature,21.51,01/02/2023 09:02
READ_01286,FARM_013,Temperature,14.36,18/10/2023 08:11
READ_01287,FARM_020,Temperature,47.89,30/03/2023 21:43
READ_01288,FARM_006,SoilMoisture,36.19,11/04/2023 18:28
READ_01289,FARM_016,Temperature,55.28,19/03/2023 19:51
READ_01290,FARM_005,Temperature,62.83,16/04/2023 05:42
READ_01291,FARM_020,SoilMoisture,40.75,04/06/2023 11:45
READ_01292,FARM_018,SoilMoisture,23.7,17/01/2023 11:51
READ_01293,FARM_004,SoilMoisture,67.18,23/05/2023 17:44
READ_01294,FARM_017,Temperature,33.95,26/10/2023 10:47
READ_01295,FARM_004,Temperature,77.3,21/10/2023 23:19
READ_01296,FARM_015,SoilMoisture,62.33,26/07/2023 05:02
READ_01297,FARM_007,SoilMoisture,32.21,06/08/2023 05:43
READ_01298,FARM_007,Temperature,76.98,01/09/2023 14:15
READ_01299,FARM_008,SoilMoisture,73.85,10/09/2023 01:51
READ_01300,FARM_002,SoilMoisture,45.17,09/10/2023 01:54
READ_01301,FARM_005,Temperature,14.97,20/07/2023 23:58
READ_01302,FARM_005,Temperature,25.48,15/09/2023 15:09
READ_01303,FARM_002,SoilMoisture,37.6,17/06/2023 09:19
READ_01304,FARM_019,Temperature,43.75,30/06/2023 18:42
READ_01305,FARM_015,SoilMoisture,74.07,06/04/2023 07:55
READ_01306,FARM_007,Temperature,32.82,26/10/2023 13:14
READ_01307,FARM_008,Temperature,69.24,06/05/2023 08:30
READ_01308,FARM_005,Temperature,10.68,04/02/2023 11:30
READ_01309,FARM_004,SoilMoisture,5.08,23/10/2023 08:28
READ_01310,FARM_013,SoilMoisture,23.38,21/08/2023 04:02
READ_01311,FARM_013,Temperature,58.72,10/05/2023 15:40
READ_01312,FARM_019,SoilMoisture,36.52,22/01/2023 09:09
READ_01313,FARM_004,SoilMoisture,30.9,19/08/2023 17:08
READ_01314,FARM_011,SoilMoisture,79.08,19/05/2023 17:38
READ_01315,FARM_008,SoilMoisture,53.14,23/01/2023 10:11
READ_01316,FARM_003,SoilMoisture,26.58,29/01/2023 20:14
READ_01317,FARM_014,Temperature,29.99,29/07/2023 15:41
READ_01318,FARM_020,SoilMoisture,36.16,14/07/2023 09:33
READ_01319,FARM_004,Temperature,31.26,15/07/2023 11:46
READ_01320,FARM_013,Temperature,55.19,01/06/2023 19:52
READ_01321,FARM_013,Temperature,53.82,02/05/2023 17:32
READ_01322,FARM_006,SoilMoisture,76.41,05/09/2023 03:39
READ_01323,FARM_018,SoilMoisture,71.55,20/04/2023 23:06
READ_01324,FARM_013,Temperature,53.67,13/06/2023 12:12
READ_01325,FARM_013,Temperature,10.25,04/06/2023 00:29
READ_01326,FARM_008,Temperature,13.6,03/05/2023 08:51
READ_01327,FARM_015,SoilMoisture,48.28,09/04/2023 08:49
READ_01328,FARM_020,Temperature,52.62,16/10/2023 11:06
READ_01329,FARM_020,SoilMoisture,68.21,20/04/2023 04:59
READ_01330,FARM_003,SoilMoisture,40.25,14/02/2023 14:03
READ_01331,FARM_006,SoilMoisture,16.77,29/03/2023 15:07
READ_01332,FARM_004,SoilMoisture,38.91,19/08/2023 06:42
READ_01333,FARM_001,Temperature,33.04,25/08/2023 03:30
READ_01334,FARM_010,SoilMoisture,24.92,16/02/2023 17:50
READ_01335,FARM_003,SoilMoisture,76.64,27/10/2023 23:47
READ_01336,FARM_017,Temperature,35.3,06/01/2023 16:07
READ_01337,FARM_004,SoilMoisture,21.6,27/03/2023 13:19
READ_01338,FARM_006,SoilMoisture,49.75,19/02/2023 10:10
READ_01339,FARM_009,Temperature,50.61,22/03/2023 19:08
READ_01340,FARM_020,SoilMoisture,27.51,04/07/2023 02:54
READ_01341,FARM_011,Temperature,49.42,27/07/2023 08:15
READ_01342,FARM_009,SoilMoisture,45.31,08/10/2023 20:13
READ_01343,FARM_001,SoilMoisture,75.12,25/08/2023 03:13
READ_01344,FARM_020,Temperature,78.78,27/04/2023 06:37
READ_01345,FARM_016,SoilMoisture,14.75,21/10/2023 22:19
READ_01346,FARM_003,SoilMoisture,58.88,24/10/2023 18:01
READ_01347,FARM_019,SoilMoisture,69.29,23/03/2023 01:46
READ_01348,FARM_016,Temperature,13.29,23/03/2023 00:53
READ_01349,FARM_019,Temperature,46.89,10/07/2023 02:48
READ_01350,FARM_012,Temperature,27.32,22/09/2023 01:08
READ_01351,FARM_015,SoilMoisture,41.92,12/09/2023 15:11
READ_01352,FARM_010,Temperature,46.11,25/05/2023 03:19
READ_01353,FARM_010,SoilMoisture,44.29,18/06/2023 09:49
READ_01354,FARM_009,Temperature,18.63,07/06/2023 12:54
READ_01355,FARM_003,SoilMoisture,78.97,14/02/2023 02:47
READ_01356,FARM_011,SoilMoisture,39.41,01/02/2023 18:46
READ_01357,FARM_005,SoilMoisture,30.56,21/01/2023 19:10
READ_01358,FARM_002,SoilMoisture,32.61,27/03/2023 00:41
READ_01359,FARM_003,Temperature,59.25,23/01/2023 01:35
READ_01360,FARM_019,SoilMoisture,55.11,11/06/2023 14:24
READ_01361,FARM_001,Temperature,70.92,17/02/2023 04:26
READ_01362,FARM_009,SoilMoisture,39.17,01/01/2023 18:48
READ_01363,FARM_013,SoilMoisture,58.99,12/05/2023 01:04
READ_01364,FARM_003,Temperature,6.86,28/05/2023 07:54
READ_01365,FARM_010,Temperature,55.51,25/06/2023 21:40
READ_01366,FARM_010,SoilMoisture,14.52,01/03/2023 21:50
READ_01367,FARM_009,Temperature,35.53,18/01/2023 17:26
READ_01368,FARM_014,Temperature,53.1,23/07/2023 07:25
READ_01369,FARM_011,Temperature,69.15,25/03/2023 14:33
READ_01370,FARM_017,Temperature,69.44,12/08/2023 08:34
READ_01371,FARM_020,Temperature,15.11,02/05/2023 19:00
READ_01372,FARM_009,SoilMoisture,8.88,17/02/2023 14:37
READ_01373,FARM_002,SoilMoisture,53.28,18/04/2023 18:50
READ_01374,FARM_003,Temperature,22.3,10/09/2023 23:53
READ_01375,FARM_005,Temperature,72.27,27/03/2023 06:35
READ_01376,FARM_009,Temperature,30.76,24/08/2023 06:37
READ_01377,FARM_016,SoilMoisture,65.15,16/06/2023 03:02
READ_01378,FARM_020,SoilMoisture,78.21,25/10/2023 15:41
READ_01379,FARM_005,SoilMoisture,34.19,11/10/2023 20:42
READ_01380,FARM_011,SoilMoisture,76.55,19/03/2023 16:17
READ_01381,FARM_020,SoilMoisture,73.9,23/02/2023 02:56
READ_01382,FARM_005,Temperature,33.47,16/01/2023 08:14
READ_01383,FARM_007,SoilMoisture,55.46,20/04/2023 19:24
READ_01384,FARM_019,SoilMoisture,11.2,10/09/2023 02:40
READ_01385,FARM_001,SoilMoisture,38.26,26/07/2023 21:23
READ_01386,FARM_010,Temperature,20.37,08/07/2023 22:16
READ_01387,FARM_012,SoilMoisture,43.77,18/04/2023 02:02
READ_01388,FARM_008,SoilMoisture,46,12/07/2023 12:50
READ_01389,FARM_002,SoilMoisture,31.71,25/07/2023 17:54
READ_01390,FARM_020,SoilMoisture,14.75,10/04/2023 11:53
READ_01391,FARM_001,Temperature,57.38,29/04/2023 15:11
READ_01392,FARM_016,SoilMoisture,60,09/05/2023 03:26
READ_01393,FARM_002,Temperature,50.12,30/09/2023 20:33
READ_01394,FARM_020,Temperature,40.51,22/05/2023 15:42
READ_01395,FARM_001,Temperature,31.58,26/02/2023 05:33
READ_01396,FARM_005,SoilMoisture,17.2,26/03/2023 10:37
READ_01397,FARM_010,SoilMoisture,57,30/01/2023 17:15
READ_01398,FARM_018,Temperature,72.23,20/05/2023 16:29
READ_01399,FARM_013,SoilMoisture,31.64,04/02/2023 12:59
READ_01400,FARM_009,Temperature,46.57,19/06/2023 07:15
READ_01401,FARM_014,SoilMoisture,10.58,24/09/2023 03:35
READ_01402,FARM_009,SoilMoisture,55.86,21/09/2023 02:41
READ_01403,FARM_019,SoilMoisture,42.64,19/01/2023 23:41
READ_01404,FARM_002,SoilMoisture,54.03,08/08/2023 15:55
READ_01405,FARM_010,Temperature,61.19,22/08/2023 05:44
READ_01406,FARM_014,Temperature,10,21/04/2023 03:43
READ_01407,FARM_010,SoilMoisture,55.48,06/01/2023 04:10
READ_01408,FARM_002,SoilMoisture,24.49,13/02/2023 09:53
READ_01409,FARM_001,SoilMoisture,73.11,29/01/2023 17:30
READ_01410,FARM_005,SoilMoisture,57.66,23/08/2023 17:52
READ_01411,FARM_018,Temperature,32.3,18/02/2023 15:20
READ_01412,FARM_006,SoilMoisture,20.7,06/02/2023 18:11
READ_01413,FARM_001,SoilMoisture,57.66,28/07/2023 17:23
READ_01414,FARM_011,Temperature,32.15,19/06/2023 14:53
READ_01415,FARM_005,SoilMoisture,58.76,21/05/2023 03:54
READ_01416,FARM_013,Temperature,36.98,22/02/2023 02:37
READ_01417,FARM_011,SoilMoisture,53.17,14/04/2023 00:39
READ_01418,FARM_019,Temperature,23.83,24/04/2023 03:30
READ_01419,FARM_008,Temperature,21.59,19/09/2023 09:23
READ_01420,FARM_002,SoilMoisture,5.03,20/06/2023 06:38
READ_01421,FARM_019,SoilMoisture,10.74,08/06/2023 03:28
READ_01422,FARM_003,SoilMoisture,27.25,21/09/2023 06:34
READ_01423,FARM_008,Temperature,65.3,28/02/2023 04:24
READ_01424,FARM_011,SoilMoisture,19.97,18/08/2023 21:25
READ_01425,FARM_013,Temperature,34.86,19/05/2023 21:53
READ_01426,FARM_008,Temperature,69.91,10/03/2023 01:11
READ_01427,FARM_010,Temperature,48.17,20/10/2023 01:27
READ_01428,FARM_015,SoilMoisture,44.4,04/01/2023 16:13
READ_01429,FARM_011,SoilMoisture,22.57,12/09/2023 16:21
READ_01430,FARM_012,SoilMoisture,12.36,14/10/2023 14:54
READ_01431,FARM_012,Temperature,5.81,11/02/2023 22:47
READ_01432,FARM_010,SoilMoisture,56.09,10/06/2023 20:59
READ_01433,FARM_001,Temperature,68.05,16/08/2023 16:31
READ_01434,FARM_004,SoilMoisture,38.64,15/05/2023 07:38
READ_01435,FARM_016,SoilMoisture,36.92,05/10/2023 19:11
READ_01436,FARM_003,Temperature,8.47,29/08/2023 14:16
READ_01437,FARM_017,Temperature,9.19,28/03/2023 04:03
READ_01438,FARM_011,SoilMoisture,15.77,11/07/2023 10:53
READ_01439,FARM_002,Temperature,71.46,18/09/2023 10:18
READ_01440,FARM_014,Temperature,28.27,04/05/2023 18:12
READ_01441,FARM_006,SoilMoisture,27.6,16/03/2023 01:41
READ_01442,FARM_017,Temperature,60.53,21/03/2023 03:47
READ_01443,FARM_009,Temperature,52.84,01/05/2023 15:54
READ_01444,FARM_010,SoilMoisture,48.05,15/01/2023 19:47
READ_01445,FARM_015,SoilMoisture,31.04,05/06/2023 11:14
READ_01446,FARM_018,SoilMoisture,41.94,03/09/2023 12:51
READ_01447,FARM_005,SoilMoisture,17.55,18/05/2023 08:48
READ_01448,FARM_006,Temperature,45.62,12/09/2023 07:00
READ_01449,FARM_005,SoilMoisture,19.55,28/07/2023 09:51
READ_01450,FARM_011,Temperature,63.18,18/04/2023 22:04
READ_01451,FARM_020,SoilMoisture,43.25,21/10/2023 07:29
READ_01452,FARM_006,SoilMoisture,71.16,24/01/2023 06:22
READ_01453,FARM_004,SoilMoisture,23.66,25/05/2023 07:13
READ_01454,FARM_003,Temperature,60.76,13/01/2023 05:19
READ_01455,FARM_020,SoilMoisture,71.74,29/03/2023 18:32
READ_01456,FARM_005,SoilMoisture,30.89,10/03/2023 08:07
READ_01457,FARM_012,Temperature,78.81,03/10/2023 16:25
READ_01458,FARM_005,SoilMoisture,8.19,13/02/2023 08:45
READ_01459,FARM_001,SoilMoisture,51.31,28/04/2023 02:57
READ_01460,FARM_014,SoilMoisture,46.62,09/04/2023 20:12
READ_01461,FARM_011,Temperature,64.43,16/08/2023 15:35
READ_01462,FARM_018,Temperature,55.67,31/07/2023 17:42
READ_01463,FARM_015,Temperature,34.59,09/06/2023 21:40
READ_01464,FARM_005,Temperature,49.45,08/06/2023 10:13
READ_01465,FARM_017,Temperature,13.37,30/05/2023 02:59
READ_01466,FARM_020,SoilMoisture,31.38,16/10/2023 21:38
READ_01467,FARM_009,SoilMoisture,44.25,17/02/2023 13:28
READ_01468,FARM_005,Temperature,67.41,04/04/2023 05:26
READ_01469,FARM_003,Temperature,39.13,02/01/2023 08:47
READ_01470,FARM_002,SoilMoisture,76.96,08/10/2023 14:01
READ_01471,FARM_018,Temperature,15.44,12/08/2023 10:33
READ_01472,FARM_020,SoilMoisture,42.33,15/03/2023 12:27
READ_01473,FARM_005,SoilMoisture,9.81,17/02/2023 03:14
READ_01474,FARM_008,Temperature,44.05,18/01/2023 02:48
READ_01475,FARM_015,Temperature,37.66,23/04/2023 21:56
READ_01476,FARM_002,Temperature,10.03,12/06/2023 06:00
READ_01477,FARM_017,SoilMoisture,73.35,14/03/2023 09:13
READ_01478,FARM_004,SoilMoisture,53.14,01/04/2023 23:47
READ_01479,FARM_006,Temperature,62.24,09/08/2023 02:31
READ_01480,FARM_006,Temperature,32.82,20/09/2023 11:13
READ_01481,FARM_010,Temperature,10.83,19/10/2023 23:47
READ_01482,FARM_010,SoilMoisture,44.99,23/06/2023 12:04
READ_01483,FARM_018,SoilMoisture,63.73,17/01/2023 22:03
READ_01484,FARM_008,SoilMoisture,78.92,22/02/2023 20:47
READ_01485,FARM_009,Temperature,8.53,07/07/2023 05:22
READ_01486,FARM_002,Temperature,47.16,17/08/2023 16:57
READ_01487,FARM_020,Temperature,6.56,16/02/2023 22:57
READ_01488,FARM_019,SoilMoisture,79.27,31/05/2023 20:26
READ_01489,FARM_010,SoilMoisture,11.76,27/09/2023 00:02
READ_01490,FARM_013,SoilMoisture,14.54,07/08/2023 15:15
READ_01491,FARM_002,SoilMoisture,16.52,04/09/2023 15:25
READ_01492,FARM_020,Temperature,76.54,21/06/2023 13:50
READ_01493,FARM_020,SoilMoisture,35.17,26/01/2023 21:00
READ_01494,FARM_017,SoilMoisture,10.14,19/07/2023 01:47
READ_01495,FARM_015,Temperature,11.65,03/01/2023 17:39
READ_01496,FARM_002,SoilMoisture,5.99,09/06/2023 01:28
READ_01497,FARM_015,Temperature,16.44,14/03/2023 19:23
READ_01498,FARM_003,Temperature,17.52,28/10/2023 06:14
READ_01499,FARM_014,Temperature,41.62,06/05/2023 23:14
READ_01500,FARM_007,SoilMoisture,65.12,12/06/2023 22:29
READ_01501,FARM_020,SoilMoisture,70.17,16/10/2023 09:46
READ_01502,FARM_016,Temperature,5.11,10/02/2023 03:22
READ_01503,FARM_016,Temperature,65.17,31/08/2023 07:15
READ_01504,FARM_007,Temperature,34.49,17/09/2023 18:43
READ_01505,FARM_005,SoilMoisture,42.14,25/10/2023 02:46
READ_01506,FARM_008,Temperature,76.2,03/02/2023 00:20
READ_01507,FARM_018,SoilMoisture,73.65,09/04/2023 02:26
READ_01508,FARM_009,Temperature,71.68,03/02/2023 10:55
READ_01509,FARM_007,Temperature,60.17,26/08/2023 10:23
READ_01510,FARM_018,SoilMoisture,27.52,20/03/2023 21:50
READ_01511,FARM_004,SoilMoisture,72.63,19/07/2023 23:55
READ_01512,FARM_004,SoilMoisture,78.05,19/05/2023 03:57
READ_01513,FARM_012,SoilMoisture,17.13,10/09/2023 16:14
READ_01514,FARM_014,SoilMoisture,34.75,23/03/2023 08:01
READ_01515,FARM_014,SoilMoisture,68.5,20/06/2023 08:22
READ_01516,FARM_019,SoilMoisture,41.86,21/05/2023 22:11
READ_01517,FARM_015,Temperature,14.23,18/09/2023 13:52
READ_01518,FARM_018,Temperature,34.25,12/05/2023 14:20
READ_01519,FARM_019,Temperature,78.27,23/07/2023 22:14
READ_01520,FARM_003,SoilMoisture,16.09,06/06/2023 17:45
READ_01521,FARM_011,Temperature,24.97,27/04/2023 13:23
READ_01522,FARM_003,SoilMoisture,44.75,31/07/2023 02:50
READ_01523,FARM_006,SoilMoisture,35.66,01/02/2023 01:09
READ_01524,FARM_011,SoilMoisture,53.98,19/10/2023 06:56
READ_01525,FARM_006,Temperature,26.31,21/08/2023 19:39
READ_01526,FARM_013,Temperature,33.02,08/05/2023 02:40
READ_01527,FARM_020,SoilMoisture,40.97,28/02/2023 05:03
READ_01528,FARM_002,Temperature,66.5,05/01/2023 22:11
READ_01529,FARM_017,Temperature,48.55,03/02/2023 21:05
READ_01530,FARM_019,SoilMoisture,74.35,18/02/2023 17:29
READ_01531,FARM_006,Temperature,61.05,25/06/2023 15:32
READ_01532,FARM_002,Temperature,53.76,08/07/2023 16:20
READ_01533,FARM_011,SoilMoisture,63.73,06/01/2023 05:18
READ_01534,FARM_006,Temperature,48.84,31/01/2023 16:52
READ_01535,FARM_001,SoilMoisture,72.18,18/08/2023 01:44
READ_01536,FARM_015,Temperature,52.36,15/02/2023 21:05
READ_01537,FARM_008,Temperature,6.8,13/01/2023 11:03
READ_01538,FARM_008,SoilMoisture,59.68,02/05/2023 22:45
READ_01539,FARM_015,Temperature,41.54,20/10/2023 14:07
READ_01540,FARM_012,SoilMoisture,13.77,17/02/2023 23:29
READ_01541,FARM_008,Temperature,72.74,01/04/2023 11:46
READ_01542,FARM_013,Temperature,48.27,25/01/2023 17:18
READ_01543,FARM_020,SoilMoisture,78.46,09/09/2023 06:45
READ_01544,FARM_020,Temperature,51.55,30/01/2023 17:01
READ_01545,FARM_011,SoilMoisture,31.05,25/07/2023 04:02
READ_01546,FARM_008,Temperature,38.35,26/02/2023 01:20
READ_01547,FARM_017,SoilMoisture,22.14,15/02/2023 04:08
READ_01548,FARM_004,SoilMoisture,52.86,30/05/2023 06:46
READ_01549,FARM_016,Temperature,23.74,28/08/2023 05:04
READ_01550,FARM_010,Temperature,49.31,14/01/2023 11:33
READ_01551,FARM_003,SoilMoisture,61.65,26/01/2023 02:03
READ_01552,FARM_014,SoilMoisture,26.96,04/04/2023 15:43
READ_01553,FARM_004,Temperature,44.07,26/10/2023 20:30
READ_01554,FARM_005,Temperature,37.01,18/08/2023 04:49
READ_01555,FARM_003,Temperature,63.16,23/10/2023 06:33
READ_01556,FARM_005,SoilMoisture,44.64,08/02/2023 10:56
READ_01557,FARM_008,SoilMoisture,61.52,25/02/2023 20:16
READ_01558,FARM_007,Temperature,9.53,29/03/2023 15:20
READ_01559,FARM_018,Temperature,43.51,24/06/2023 05:11
READ_01560,FARM_020,SoilMoisture,68.1,19/05/2023 14:22
READ_01561,FARM_019,Temperature,64.02,20/06/2023 14:03
READ_01562,FARM_010,Temperature,42,07/05/2023 10:51
READ_01563,FARM_012,Temperature,76.74,16/09/2023 00:20
READ_01564,FARM_006,SoilMoisture,57.62,20/05/2023 16:08
READ_01565,FARM_020,Temperature,24.19,30/05/2023 13:52
READ_01566,FARM_016,SoilMoisture,67.37,31/08/2023 04:03
READ_01567,FARM_004,SoilMoisture,28.8,30/03/2023 21:35
READ_01568,FARM_004,Temperature,10.02,11/02/2023 17:23
READ_01569,FARM_018,SoilMoisture,46.16,05/08/2023 23:07
READ_01570,FARM_005,Temperature,51.73,05/02/2023 13:36
READ_01571,FARM_015,Temperature,65.14,22/08/2023 13:34
READ_01572,FARM_006,Temperature,13.95,23/08/2023 07:59
READ_01573,FARM_020,Temperature,53.75,28/02/2023 11:14
READ_01574,FARM_005,SoilMoisture,21.42,04/09/2023 06:58
READ_01575,FARM_004,Temperature,67.49,26/04/2023 21:55
READ_01576,FARM_013,SoilMoisture,38.94,01/07/2023 12:48
READ_01577,FARM_008,Temperature,17.66,30/05/2023 03:15
READ_01578,FARM_002,SoilMoisture,29.51,19/03/2023 13:56
READ_01579,FARM_013,Temperature,78.87,21/05/2023 14:44
READ_01580,FARM_008,Temperature,58.03,10/09/2023 18:11
READ_01581,FARM_014,Temperature,53.85,02/04/2023 18:28
READ_01582,FARM_010,SoilMoisture,18.95,19/09/2023 09:25
READ_01583,FARM_009,Temperature,30.62,30/09/2023 19:18
READ_01584,FARM_010,SoilMoisture,16.27,20/10/2023 15:37
READ_01585,FARM_010,Temperature,10.06,22/04/2023 15:15
READ_01586,FARM_003,SoilMoisture,13.38,05/04/2023 23:38
READ_01587,FARM_001,SoilMoisture,33.53,15/04/2023 15:46
READ_01588,FARM_011,Temperature,13.18,19/07/2023 05:02
READ_01589,FARM_011,Temperature,72.21,04/02/2023 08:45
READ_01590,FARM_019,Temperature,28.93,18/08/2023 17:08
READ_01591,FARM_004,Temperature,24.51,15/08/2023 04:59
READ_01592,FARM_008,SoilMoisture,31.64,01/07/2023 17:03
READ_01593,FARM_015,Temperature,13.19,30/01/2023 07:12
READ_01594,FARM_005,Temperature,49.52,08/03/2023 09:23
READ_01595,FARM_018,Temperature,56.05,17/05/2023 00:48
READ_01596,FARM_001,SoilMoisture,42.83,30/05/2023 20:34
READ_01597,FARM_015,Temperature,61.83,28/02/2023 02:36
READ_01598,FARM_019,SoilMoisture,33.11,28/02/2023 00:37
READ_01599,FARM_003,SoilMoisture,38.57,13/09/2023 22:00
READ_01600,FARM_019,SoilMoisture,12.51,24/05/2023 01:40
READ_01601,FARM_003,Temperature,58.5,07/01/2023 17:52
READ_01602,FARM_018,SoilMoisture,21.31,15/09/2023 04:08
READ_01603,FARM_006,SoilMoisture,55.38,14/08/2023 10:23
READ_01604,FARM_016,Temperature,53.33,21/05/2023 01:02
READ_01605,FARM_005,SoilMoisture,36.81,07/07/2023 22:28
READ_01606,FARM_018,Temperature,15.29,11/03/2023 05:05
READ_01607,FARM_016,Temperature,58.05,10/02/2023 22:17
READ_01608,FARM_009,Temperature,75.02,14/05/2023 18:21
READ_01609,FARM_009,Temperature,22.93,29/07/2023 11:12
READ_01610,FARM_015,SoilMoisture,62.47,10/02/2023 09:04
READ_01611,FARM_010,Temperature,24.47,22/01/2023 05:50
READ_01612,FARM_004,Temperature,78.8,15/01/2023 07:48
READ_01613,FARM_020,SoilMoisture,73.14,04/01/2023 19:22
READ_01614,FARM_006,SoilMoisture,42.41,09/04/2023 07:13
READ_01615,FARM_009,Temperature,6.69,11/03/2023 23:09
READ_01616,FARM_001,Temperature,36.55,20/10/2023 16:31
READ_01617,FARM_020,SoilMoisture,34.88,06/09/2023 12:55
READ_01618,FARM_007,SoilMoisture,26.86,26/05/2023 15:07
READ_01619,FARM_007,SoilMoisture,12.8,17/05/2023 04:32
READ_01620,FARM_017,Temperature,19.02,01/09/2023 11:58
READ_01621,FARM_006,Temperature,16.84,13/05/2023 18:44
READ_01622,FARM_020,Temperature,76.95,18/08/2023 15:30
READ_01623,FARM_010,SoilMoisture,62.71,05/10/2023 13:04
READ_01624,FARM_009,Temperature,79.38,22/04/2023 02:39
READ_01625,FARM_004,SoilMoisture,45.67,12/02/2023 19:29
READ_01626,FARM_014,SoilMoisture,14.8,06/02/2023 11:52
READ_01627,FARM_005,Temperature,46.78,11/08/2023 06:19
READ_01628,FARM_006,Temperature,48.61,21/09/2023 13:24
READ_01629,FARM_016,Temperature,38.64,13/01/2023 18:37
READ_01630,FARM_010,Temperature,47.82,05/01/2023 16:30
READ_01631,FARM_004,Temperature,25.05,30/05/2023 00:19
READ_01632,FARM_004,Temperature,16.81,07/10/2023 14:41
READ_01633,FARM_018,Temperature,21.69,20/01/2023 08:42
READ_01634,FARM_005,SoilMoisture,9.13,06/02/2023 11:47
READ_01635,FARM_015,Temperature,24.87,08/10/2023 02:49
READ_01636,FARM_017,Temperature,13.95,01/06/2023 19:49
READ_01637,FARM_018,Temperature,15.65,16/06/2023 17:56
READ_01638,FARM_017,SoilMoisture,31.09,14/07/2023 16:26
READ_01639,FARM_003,SoilMoisture,18.76,11/07/2023 15:00
READ_01640,FARM_020,Temperature,8.13,12/10/2023 04:42
READ_01641,FARM_004,Temperature,18.76,15/04/2023 13:29
READ_01642,FARM_006,SoilMoisture,11.56,21/01/2023 18:11
READ_01643,FARM_005,Temperature,10.36,09/07/2023 10:03
READ_01644,FARM_012,SoilMoisture,76.25,26/09/2023 23:07
READ_01645,FARM_011,SoilMoisture,10.12,19/07/2023 09:15
READ_01646,FARM_014,Temperature,39.68,15/03/2023 21:16
READ_01647,FARM_018,Temperature,55.1,23/03/2023 23:40
READ_01648,FARM_013,SoilMoisture,70.71,13/01/2023 05:09
READ_01649,FARM_011,Temperature,45.78,23/05/2023 18:36
READ_01650,FARM_010,SoilMoisture,63.93,04/02/2023 04:06
READ_01651,FARM_014,SoilMoisture,23.85,30/05/2023 10:39
READ_01652,FARM_012,SoilMoisture,76.24,06/04/2023 19:45
READ_01653,FARM_011,SoilMoisture,53.26,02/03/2023 13:09
READ_01654,FARM_001,Temperature,27.11,12/05/2023 23:04
READ_01655,FARM_006,SoilMoisture,63.61,17/09/2023 23:54
READ_01656,FARM_007,SoilMoisture,7.96,07/10/2023 05:19
READ_01657,FARM_006,Temperature,71.01,27/02/2023 07:46
READ_01658,FARM_014,SoilMoisture,78.41,05/02/2023 20:27
READ_01659,FARM_008,SoilMoisture,64.33,01/02/2023 00:58
READ_01660,FARM_016,Temperature,27.72,08/05/2023 13:10
READ_01661,FARM_010,SoilMoisture,70.4,18/04/2023 16:57
READ_01662,FARM_016,SoilMoisture,8.46,14/01/2023 04:44
READ_01663,FARM_013,Temperature,53.08,10/08/2023 19:04
READ_01664,FARM_007,Temperature,23.03,02/03/2023 11:32
